date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,stringency_index,stay_home_requirements,facial_coverings,school_closures,workplace_closures,cancel_public_events,restriction_gatherings
2020-01-31,2,2,,,,,,,,,,,,8.33,,,,,,
2020-02-01,2,0,,,,,,,,,,,,8.33,,,,,,
2020-02-02,2,0,,,,,,,,,,,,11.11,,,,,,
2020-02-03,8,6,,,,,,,,,,,,11.11,,,,,,
2020-02-04,8,0,,,,,,,,,,,,11.11,,,,,,
2020-02-05,9,1,,,,,,,,,,,,11.11,,,,,,
2020-02-06,9,0,,,,,,,,,,,,11.11,,,,,,
2020-02-07,9,0,,,,,,,,,,,,11.11,,,,,,
2020-02-08,13,4,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-09,14,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-10,14,0,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-11,15,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-12,16,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-13,17,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-14,18,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-15,18,0,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-16,18,0,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-17,19,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-18,19,0,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-19,20,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-20,22,2,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-21,23,1,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-22,23,0,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-23,28,5,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-24,30,2,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-25,34,4,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-26,37,3,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-27,44,7,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-28,56,12,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-02-29,61,5,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-01,94,33,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-02,134,40,,,,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-03,189,55,,,2.22,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-04,245,56,,,2.2,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-05,294,49,,,2.23,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-06,373,79,1,1,2.34,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-07,428,55,2,1,2.44,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-08,482,54,2,0,2.6,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-09,629,147,3,1,2.86,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-10,888,259,7,4,3.08,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-11,1300,412,7,0,3.14,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-12,1789,489,9,2,3.02,,,,,,,,,11.11,0,0,0,0,0,0
2020-03-13,2268,479,10,1,2.79,,,,,,,,,12.96,0,0,0,0,0,0
2020-03-14,2632,364,29,19,2.59,,,,,,,,,12.96,0,0,0,0,0,0
2020-03-15,3075,443,43,14,2.46,,,,,,,,,12.96,0,0,0,0,0,0
2020-03-16,3690,615,65,22,2.34,,,,,,,,,16.67,0,0,0,0,0,0
2020-03-17,4458,768,82,17,2.27,,,,,,,,,22.22,0,0,0,0,0,0
2020-03-18,5457,999,116,34,2.26,,,,,,,,,31.48,0,0,0,0,0,0
2020-03-19,6517,1060,162,46,2.25,,,,,,,,,31.48,0,0,0,0,0,0
2020-03-20,7774,1257,194,32,2.25,,,,,,,,,37.04,0,0,0,0,0,0
2020-03-21,8989,1215,252,58,2.26,,,,,,,,,47.22,1,0,0,0,0,0
2020-03-22,10365,1376,288,36,2.24,,,,,,,,,62.04,1,0,0,0,0,0
2020-03-23,12704,2339,364,76,2.2,,,,,,,,,78.24,1,0,0,0,0,0
2020-03-24,15075,2371,512,148,2.11,,,,,,,,,79.63,1,0,0,1,0,0
2020-03-25,17778,2703,703,191,2.04,,,,,,,,,79.63,1,0,0,1,1,0
2020-03-26,20882,3104,885,182,1.99,,,,,,,,,79.63,1,0,3,1,1,0
2020-03-27,24105,3223,1173,288,1.94,,,,,,,,,79.63,1,0,3,1,1,0
2020-03-28,26936,2831,1465,292,1.88,,,,,,,,,79.63,1,0,3,1,1,0
2020-03-29,29804,2868,1678,213,1.81,,,,,,,,,79.63,1,0,3,3,2,0
2020-03-30,34110,4306,2052,374,1.74,,,,,,,,,79.63,2,0,3,3,2,0
2020-03-31,38625,4515,2456,404,1.66,,176912,,,,,,,79.63,2,0,3,3,2,4
2020-04-01,43570,4945,3128,672,1.59,12374,189286,,,,,,,79.63,2,0,3,3,2,4
2020-04-02,48456,4886,3785,657,1.53,15872,205158,,,,,,,79.63,2,0,3,3,2,4
2020-04-03,53410,4954,4522,737,1.49,14245,219403,,,,,,,79.63,2,0,3,3,2,4
2020-04-04,57460,4050,5279,757,1.43,15103,234506,,,,,,,79.63,2,0,3,3,2,4
2020-04-05,61101,3641,5879,600,1.37,11663,246169,,,,,,,79.63,2,0,3,3,2,4
2020-04-06,66390,5289,6447,568,1.29,13490,259659,,,,,,,79.63,2,0,3,3,2,4
2020-04-07,71852,5462,7552,1105,1.23,13266,272925,0.3461,2.9,,,,,79.63,2,0,3,3,2,4
2020-04-08,76997,5145,8583,1031,1.17,15194,288119,0.3382,3,,,,,79.63,2,0,3,3,2,4
2020-04-09,81859,4862,9699,1116,1.13,17098,305217,0.3338,3,,,,,79.63,2,0,3,3,2,4
2020-04-10,86211,4352,10822,1123,1.11,15939,321156,0.3224,3.1,,,,,79.63,2,0,3,3,2,4
2020-04-11,89797,3586,11665,843,1.1,15020,336176,0.3181,3.1,,,,,79.63,2,0,3,3,2,4
2020-04-12,93316,3519,12322,657,1.08,12017,348193,0.3158,3.2,,,,,79.63,2,0,3,3,2,4
2020-04-13,97504,4188,13046,724,1.04,12082,360275,0.3092,3.2,,,,,79.63,2,0,3,3,2,4
2020-04-14,101833,4329,14126,1080,1.03,14222,374497,0.2952,3.4,,,,,79.63,2,0,3,3,2,4
2020-04-15,106905,5072,15008,882,1.05,16234,390731,0.2915,3.4,,,,,79.63,2,0,3,3,2,4
2020-04-16,112213,5308,16048,1040,1.08,17777,408508,0.2939,3.4,,,,,79.63,2,0,3,3,2,4
2020-04-17,117191,4978,16962,914,1.1,17365,425873,0.2958,3.4,,,,,79.63,2,0,3,3,2,4
2020-04-18,121921,4730,18068,1106,1.11,16460,442333,0.3026,3.3,,,,,79.63,2,0,3,3,2,4
2020-04-19,125777,3856,18500,432,1.08,13460,455793,0.3017,3.3,,,,,79.63,2,0,3,3,2,4
2020-04-20,130635,4858,19073,573,1.05,32680,488473,0.2584,3.9,,,,,79.63,2,0,3,3,2,4
2020-04-21,135403,4768,20297,1224,1.02,20063,508536,0.2505,4,,,,,79.63,2,0,3,3,2,4
2020-04-22,140895,5492,21148,851,1.01,20089,528625,0.2465,4.1,,,,,79.63,2,0,3,3,2,4
2020-04-23,146061,5166,21831,683,1.01,20368,548993,0.2409,4.2,,,,,79.63,2,0,3,3,2,4
2020-04-24,151036,4975,22846,1015,1.01,21982,570975,0.2332,4.3,,,,,79.63,2,0,3,3,2,4
2020-04-25,154786,3750,23662,816,1.01,17939,588914,0.2242,4.5,,,,,79.63,2,0,3,3,2,4
2020-04-26,158254,3468,24026,364,0.99,17968,606882,0.215,4.7,,,,,79.63,2,0,3,3,2,4
2020-04-27,162956,4702,24346,320,0.98,16553,623435,0.2395,4.2,,,,,79.63,2,0,3,3,2,4
2020-04-28,167682,4726,25316,970,0.96,23649,647084,0.233,4.3,,,,,79.63,2,0,3,3,2,4
2020-04-29,173124,5442,26087,771,0.96,34287,681371,0.211,4.7,,,,,79.63,2,0,3,3,2,4
2020-04-30,178080,4956,26723,636,0.95,39753,721124,0.186,5.4,,,,,79.63,2,0,3,3,2,4
2020-05-01,182808,4728,27422,699,0.93,39095,760219,0.1679,6,,,,,79.63,2,0,3,3,2,4
2020-05-02,186034,3226,28006,584,0.9,28054,788273,0.1567,6.4,,,,,79.63,2,0,3,3,2,4
2020-05-03,189009,2975,28259,253,0.87,25867,814140,0.1484,6.7,,,,,79.63,2,0,3,3,2,4
2020-05-04,192387,3378,28531,272,0.84,28763,842903,0.1341,7.5,,,,,79.63,2,0,3,3,2,4
2020-05-05,196072,3685,29256,725,0.82,32350,875253,0.1244,8,,,,,79.63,2,0,3,3,2,4
2020-05-06,199903,3831,29903,647,0.81,32668,907921,0.1182,8.5,,,,,79.63,2,1,3,3,2,4
2020-05-07,203670,3767,30361,458,0.82,33587,941508,0.1161,8.6,,,,,79.63,2,1,3,3,2,4
2020-05-08,206719,3049,30941,580,0.82,32496,974004,0.1118,8.9,,,,,79.63,2,1,3,3,2,4
2020-05-09,208869,2150,31216,275,0.82,28412,1002416,0.1066,9.4,,,,,79.63,2,1,3,3,2,4
2020-05-10,211190,2321,31433,217,0.83,26327,1028743,0.1034,9.7,,,,,79.63,2,1,3,3,2,4
2020-05-11,214774,3584,31620,187,0.84,25545,1054288,0.1059,9.4,,,,,77.78,2,1,3,3,2,4
2020-05-12,218164,3390,32235,615,0.83,32077,1086365,0.1046,9.6,,,,,77.78,2,1,3,3,2,4
2020-05-13,221463,3299,32683,448,0.81,32522,1118887,0.1022,9.8,,,,,71.3,2,1,3,3,2,4
2020-05-14,224073,2610,33035,352,0.8,32220,1151107,0.0973,10.3,,,,,71.3,2,1,3,3,2,4
2020-05-15,226590,2517,33385,350,0.8,37323,1188430,0.0927,10.8,,,,,71.3,2,1,3,3,2,4
2020-05-16,228660,2070,33796,411,0.81,31549,1219979,0.091,11,,,,,71.3,2,1,3,3,2,4
2020-05-17,230486,1826,33863,67,0.82,24746,1244725,0.0893,11.2,,,,,71.3,2,1,3,3,2,4
2020-05-18,233061,2575,34009,146,0.82,28887,1273612,0.0834,12,,,,,71.3,2,1,3,3,2,4
2020-05-19,236102,3041,34510,501,0.83,30047,1303659,0.0826,12.1,,,,,71.3,2,1,3,3,2,4
2020-05-20,238811,2709,34839,329,0.81,38295,1341954,0.0778,12.9,,,,,71.3,2,1,3,3,2,4
2020-05-21,241353,2542,35112,273,0.79,37737,1379691,0.0756,13.2,,,,,71.3,1,1,3,3,2,4
2020-05-22,243383,2030,35403,291,0.77,35916,1415607,0.0739,13.5,,,,,71.3,1,1,3,3,2,4
2020-05-23,244890,1507,35623,220,0.74,32227,1447834,0.0712,14,,,,,71.3,1,1,3,3,2,4
2020-05-24,246238,1348,36002,379,0.73,27478,1475312,0.0683,14.6,,,,,71.3,1,1,3,3,2,4
2020-05-25,247846,1608,36106,104,0.71,26781,1502093,0.0647,15.5,,,,,71.3,1,1,3,3,2,4
2020-05-26,249496,1650,36237,131,0.71,29884,1531977,0.0587,17,,,,,71.3,1,1,3,3,2,4
2020-05-27,251299,1803,36659,422,0.72,35670,1567647,0.0553,18.1,,,,,71.3,1,1,3,3,2,4
2020-05-28,253033,1734,37002,343,0.73,37934,1605581,0.0517,19.3,,,,,71.3,1,1,3,3,2,4
2020-05-29,254537,1504,37276,274,0.73,37085,1642666,0.0491,20.4,,,,,69.44,1,1,3,3,2,4
2020-05-30,255636,1099,37430,154,0.73,31758,1674424,0.0474,21.1,,,,,69.44,1,1,3,3,2,4
2020-05-31,256705,1069,37490,60,0.74,27520,1701944,0.0462,21.7,,,,,69.44,1,1,3,3,2,4
2020-06-01,258139,1434,37576,86,0.74,29957,1731901,0.0448,22.3,,,,,67.59,1,1,3,3,2,4
2020-06-02,259606,1467,37826,250,0.74,38550,1770451,0.0424,23.6,,,,,67.59,1,1,3,3,2,4
2020-06-03,260949,1343,38080,254,0.73,39864,1810315,0.0398,25.1,,,,,67.59,1,1,3,3,2,4
2020-06-04,262183,1234,38210,130,0.73,39593,1849908,0.0374,26.7,,,,,67.59,1,1,3,3,2,4
2020-06-05,263288,1105,38468,258,0.73,38663,1888571,0.0356,28.1,,,,,67.59,1,1,3,3,2,4
2020-06-06,264081,793,38611,143,0.73,36088,1924659,0.0337,29.6,,,,,67.59,1,1,3,2,2,4
2020-06-07,264798,717,38665,54,0.74,30902,1955561,0.0319,31.3,,,,,67.59,1,1,3,2,2,4
2020-06-08,265885,1087,38712,47,0.77,32206,1987767,0.0303,33,,,,,73.15,1,1,3,2,2,4
2020-06-09,267039,1154,38909,197,0.79,43052,2030819,0.0285,35,,,,,73.15,1,1,3,2,2,4
2020-06-10,268221,1182,39073,164,0.81,43275,2074094,0.0276,36.3,,,,,73.15,1,1,3,2,2,4
2020-06-11,269222,1001,39149,76,0.82,41318,2115412,0.0265,37.7,,,,,73.15,1,1,3,2,2,4
2020-06-12,270275,1053,39280,131,0.83,41231,2156643,0.0261,38.4,,,,,73.15,1,1,3,2,2,4
2020-06-13,271162,887,39387,107,0.84,38838,2195481,0.0261,38.2,,,,,73.15,1,1,3,2,2,4
2020-06-14,271969,807,39414,27,0.85,31552,2227033,0.0264,37.9,,,,,73.15,1,1,3,2,2,4
2020-06-15,272998,1029,39443,29,0.86,36848,2263881,0.0258,38.8,,,,,71.3,1,1,3,2,2,4
2020-06-16,274075,1077,39563,120,0.86,43688,2307569,0.0254,39.3,,,,,71.3,1,1,3,2,2,4
2020-06-17,275074,999,39673,110,0.86,44088,2351657,0.0247,40.5,,,,,71.3,1,1,3,2,2,4
2020-06-18,276094,1020,39740,67,0.86,46349,2398006,0.0243,41.1,,,,,71.3,1,1,3,2,2,4
2020-06-19,277074,980,39824,84,0.84,41503,2439509,0.024,41.6,,,,,71.3,1,1,3,2,2,4
2020-06-20,277740,666,39895,71,0.81,37026,2476535,0.0234,42.7,,,,,71.3,1,1,3,2,2,4
2020-06-21,278362,622,39926,31,0.81,30198,2506733,0.0229,43.8,,,,,71.3,1,1,3,2,2,4
2020-06-22,279254,892,39939,13,0.81,41297,2548030,0.022,45.4,,,,,71.3,1,1,3,2,2,4
2020-06-23,280136,882,40033,94,0.8,46902,2594932,0.0211,47.4,,,,,71.3,1,1,3,2,2,4
2020-06-24,280911,775,40120,87,0.79,44626,2639558,0.0203,49.3,,,,,71.3,1,1,3,2,2,4
2020-06-25,281608,697,40219,99,0.76,63630,2703188,0.0181,55.3,,,,,71.3,1,1,3,2,2,4
2020-06-26,282246,638,40296,77,0.73,44895,2748083,0.0168,59.7,,,,,71.3,1,1,3,2,2,4
2020-06-27,282879,633,40336,40,0.7,41610,2789693,0.0164,60.9,,,,,71.3,1,1,3,2,2,4
2020-06-28,283274,395,40367,31,0.67,32110,2821803,0.0156,64.1,,,,,71.3,1,1,3,2,2,4
2020-06-29,283878,604,40388,21,0.65,42600,2864403,0.0146,68.4,,,,,71.3,1,1,3,2,2,4
2020-06-30,284281,403,40441,53,0.6,48407,2912810,0.013,76.7,,,,,71.3,1,2,3,2,2,4
2020-07-01,284341,60,40538,97,0.57,50600,2963410,0.0106,94.4,,,,,71.3,1,2,3,2,2,4
2020-07-02,284345,4,40579,41,0.62,48126,3011536,0.0089,112.7,,,,,71.3,1,2,3,2,2,4
2020-07-03,284847,502,40628,49,0.75,48343,3059879,0.0083,119.9,,,,,71.3,1,2,3,2,2,4
2020-07-04,285471,624,40660,32,0.86,41428,3101307,0.0083,120.2,,,,,69.91,1,2,3,2,2,4
2020-07-05,285987,516,40679,19,0.92,39026,3140333,0.0085,117.4,,,,,69.91,1,2,3,2,2,4
2020-07-06,286345,358,40690,11,0.95,41991,3182324,0.0078,128.9,,,,,64.35,1,2,3,2,2,4
2020-07-07,286926,581,40744,54,1.02,51925,3234249,0.0082,121.5,,,,,64.35,1,2,3,2,2,4
2020-07-08,287556,630,40801,57,1.08,57829,3292078,0.0098,102.2,,,,,64.35,1,2,3,2,2,4
2020-07-09,288198,642,40832,31,1.12,61406,3353484,0.0113,88.7,,,,,64.35,1,2,3,2,2,4
2020-07-10,288710,512,40866,34,1.13,52791,3406275,0.0112,89.7,,,,,64.35,1,2,3,2,2,4
2020-07-11,289530,820,40883,17,1.17,54315,3460590,0.0113,88.5,,,,,64.35,1,2,3,2,2,4
2020-07-12,290180,650,40892,9,1.18,37324,3497914,0.0117,85.3,,,,,64.35,1,2,3,2,2,4
2020-07-13,290714,534,40902,10,1.19,72548,3570462,0.0113,88.8,,,,,64.35,1,2,3,2,2,4
2020-07-14,291954,1240,40946,44,1.22,112961,3683423,0.0112,89.3,,,,,64.35,1,2,3,2,2,4
2020-07-15,292492,538,40972,26,1.14,133101,3816524,0.0094,106.2,,,,,64.35,1,2,3,2,2,4
2020-07-16,293135,643,40996,24,1.1,149512,3966036,0.0081,124.1,,,,,64.35,1,2,3,2,2,4
2020-07-17,293822,687,41022,26,1.08,157696,4123732,0.0071,140.3,,,,,64.35,1,2,3,2,2,4
2020-07-18,294649,827,41031,9,1.07,122363,4246095,0.0065,153.4,,,,,64.35,1,2,3,2,2,4
2020-07-19,295375,726,41042,11,1.04,100540,4346635,0.0061,163.4,,,,,64.35,1,2,3,2,2,4
2020-07-20,295955,580,41052,10,1,85071,4431706,0.0061,164.3,,,,,64.35,1,2,3,2,2,4
2020-07-21,296400,445,41077,25,0.97,121693,4553399,0.0051,195.7,,,,,64.35,1,2,3,2,2,4
2020-07-22,296960,560,41094,17,1,131462,4684861,0.0051,194.3,,,,,64.35,1,2,3,2,2,4
2020-07-23,297729,769,41103,9,1.05,134282,4819143,0.0054,185.7,,,,,64.35,1,2,3,2,2,4
2020-07-24,298498,769,41135,32,1.07,141314,4960457,0.0056,178.9,,,,,64.35,1,2,3,2,2,4
2020-07-25,299265,767,41150,15,1.07,134043,5094500,0.0054,183.8,,,,,64.35,1,2,3,2,2,4
2020-07-26,300010,745,41158,8,1.07,104884,5199384,0.0054,184,,,,,64.35,1,2,3,2,2,4
2020-07-27,300695,685,41161,3,1.07,82265,5281649,0.0056,179.3,,,,,64.35,1,2,3,2,2,4
2020-07-28,301245,550,41182,21,1.06,130610,5412259,0.0056,177.3,,,,,64.35,1,2,3,2,2,4
2020-07-29,302042,797,41216,34,1.09,143506,5555765,0.0058,171.4,,,,,64.35,1,2,3,2,2,4
2020-07-30,302888,846,41216,0,1.11,154395,5710160,0.0058,172.7,,,,,64.35,1,2,3,2,2,4
2020-07-31,303768,880,41236,20,1.11,146999,5857159,0.0059,170.2,,,,,64.35,1,2,3,2,2,4
2020-08-01,304529,761,41249,13,1.1,130999,5988158,0.0059,169.8,,,,,69.91,1,2,3,2,2,4
2020-08-02,305272,743,41254,5,1.11,123527,6111685,0.0058,173.4,,,,,69.91,1,2,3,2,2,4
2020-08-03,306214,942,41255,1,1.13,123291,6234976,0.0058,172.7,,,,,69.91,1,2,3,2,2,4
2020-08-04,306888,674,41273,18,1.11,141440,6376416,0.0059,170.9,,,,,69.91,1,2,3,2,2,4
2020-08-05,307780,892,41287,14,1.13,153543,6529959,0.0059,169.8,,,,,69.91,1,2,3,2,2,4
2020-08-06,308731,951,41305,18,1.13,163438,6693397,0.0059,168.3,,,,,69.91,1,2,3,2,2,4
2020-08-07,309602,871,41317,12,1.12,156140,6849537,0.0059,170.1,,,,,69.91,1,2,3,2,2,4
2020-08-08,310360,758,41320,3,1.13,146826,6996363,0.0058,172.9,,,,,69.91,1,2,3,2,2,4
2020-08-09,311422,1062,41325,5,1.16,148961,7145324,0.0059,168.1,,,,,69.91,1,2,3,2,2,4
2020-08-10,312240,818,41343,18,1.17,136091,7281415,0.0058,173.7,,,,,69.91,1,2,3,2,2,4
2020-08-11,313388,1148,41356,13,1.19,147663,7429078,0.0062,161.9,,,,,69.91,1,2,3,2,2,4
2020-08-12,314401,1013,41376,20,1.19,169591,7598669,0.0062,161.4,,,,,69.91,1,2,3,2,2,4
2020-08-13,315530,1129,41394,18,1.18,160620,7759289,0.0064,156.8,,,,,66.2,1,2,3,2,2,4
2020-08-14,316974,1444,41405,11,1.18,167759,7927048,0.0068,146.2,,,,,66.2,1,2,3,2,2,4
2020-08-15,317986,1012,41408,3,1.13,174914,8101962,0.0069,145,,,,,66.2,1,2,3,2,2,4
2020-08-16,319091,1105,41413,5,1.08,164200,8266162,0.0068,146.2,,,,,66.2,1,2,3,2,2,4
2020-08-17,319806,715,41416,3,1.05,140626,8406788,0.0067,148.7,,,,,66.2,1,2,3,2,2,4
2020-08-18,320895,1089,41428,12,1.06,153233,8560021,0.0066,150.7,,,,,66.2,1,2,3,2,2,4
2020-08-19,321711,816,41445,17,1.05,175886,8735907,0.0064,155.6,,,,,66.2,1,2,3,2,2,4
2020-08-20,322893,1182,41451,6,1.07,171438,8907345,0.0064,155.9,,,,,66.2,1,2,3,2,2,4
2020-08-21,323927,1034,41453,2,1.08,180335,9087680,0.006,166.9,,,,,66.2,1,2,2,2,2,4
2020-08-22,325215,1288,41471,18,1.1,171385,9259065,0.0062,160.1,,,,,66.2,1,2,2,2,2,4
2020-08-23,326256,1041,41477,6,1.09,156483,9415548,0.0062,160.4,,,,,66.2,1,2,2,2,2,4
2020-08-24,327230,974,41481,4,1.1,137026,9552574,0.0065,154.3,,,,,66.2,1,2,2,2,2,4
2020-08-25,328418,1188,41497,16,1.13,163327,9715901,0.0065,153.6,,,,,66.2,1,3,2,2,2,4
2020-08-26,329469,1051,41513,16,1.15,190393,9906294,0.0066,150.9,,,,,66.2,1,3,2,2,2,4
2020-08-27,330991,1522,41525,12,1.17,174045,10080339,0.0069,144.9,,,,,66.2,1,3,2,2,2,4
2020-08-28,332269,1278,41534,9,1.17,168684,10249023,0.0072,139.2,,,,,66.2,1,3,2,2,2,4
2020-08-29,333377,1108,41546,12,1.18,170574,10419597,0.007,142.2,,,,,66.2,1,3,2,2,2,4
2020-08-30,335092,1715,41547,1,1.22,166871,10586468,0.0075,132.5,,,,,66.2,1,3,2,2,2,4
2020-08-31,336498,1406,41549,2,1.23,158554,10745022,0.0078,128.7,,,,,66.2,1,3,2,2,2,4
2020-09-01,337798,1300,41552,3,1.25,164225,10909247,0.0079,127.2,,,,,64.35,1,3,2,2,2,4
2020-09-02,339307,1509,41562,10,1.28,182003,11091250,0.0083,120.4,,,,,64.35,1,3,2,2,2,4
2020-09-03,341042,1735,41575,13,1.32,182354,11273604,0.0084,118.7,,,,,64.35,1,3,2,2,2,4
2020-09-04,342982,1940,41585,10,1.37,188783,11462387,0.0088,113.3,,,,,64.35,1,3,2,2,2,4
2020-09-05,344795,1813,41597,12,1.42,166119,11628506,0.0094,105.9,,,,,64.35,1,3,2,2,2,4
2020-09-06,347778,2983,41599,2,1.49,169890,11798396,0.0105,95.5,,,,,64.35,1,3,2,2,2,4
2020-09-07,350728,2950,41602,3,1.5,179267,11977663,0.0115,86.6,,,,,64.35,1,3,2,2,2,4
2020-09-08,353189,2461,41634,32,1.46,187903,12165566,0.0123,81.6,,,,,64.35,1,3,2,2,2,4
2020-09-09,355850,2661,41642,8,1.43,206695,12372261,0.0129,77.4,,,,,64.35,1,3,1,2,2,4
2020-09-10,358769,2919,41656,14,1.41,222448,12594709,0.0134,74.5,,,,,64.35,1,3,1,2,2,4
2020-09-11,362310,3541,41662,6,1.41,239740,12834449,0.0141,71,,,,,64.35,1,3,1,2,2,4
2020-09-12,365807,3497,41671,9,1.38,221166,13055615,0.0147,67.9,,,,,64.35,1,3,1,2,2,4
2020-09-13,369137,3330,41676,5,1.33,213173,13268788,0.0145,68.8,,,,,64.35,1,3,1,2,2,4
2020-09-14,371758,2621,41685,9,1.3,207718,13476506,0.014,71.3,,,,,65.74,1,3,1,2,2,4
2020-09-15,374867,3109,41712,27,1.3,224277,13700783,0.0141,70.8,,,,,65.74,1,3,1,2,2,4
2020-09-16,378858,3991,41732,20,1.31,239337,13940120,0.0147,68.1,,,,,65.74,1,3,1,2,2,4
2020-09-17,382258,3400,41753,21,1.31,234453,14174573,0.0149,67.3,,,,,65.74,1,3,1,2,2,4
2020-09-18,386580,4322,41780,27,1.33,253407,14427980,0.0152,65.7,,,,,65.74,1,3,1,2,2,4
